name,rmsd_start,rmsd_end,plddt,ptm,rmsd_constraint,langevin,single_state_plddt,single_state_rmsd,curvature_mean,curvature_max,U,-PLL
5KPE_2_2_0_id8,1.4944154024124146,1.2794990539550781,91.49953703703704,0.82,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-221.9315490722656,2.3983866373697915
5KPE_2_2_0_id9,1.2019809484481812,1.226871371269226,87.2037962962963,0.7,2,2,92.71379629629628,0.5859853625297546,20.796156,71.92844,-223.11883544921875,2.5145226937753185
5KPE_2_2_1_id0,1.306747317314148,1.6715915203094482,93.06074074074073,0.83,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-225.9850006103516,2.6345802589699074
5KPE_2_2_1_id1,1.4131921529769897,1.067230463027954,88.31166666666667,0.76,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-224.6407470703125,2.582863984284577
5KPE_2_2_1_id10,1.592930793762207,1.108440637588501,92.84861111111113,0.83,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-223.3549652099609,2.4586077089662903
5KPE_2_2_1_id11,1.0823140144348145,1.420149564743042,87.94731481481482,0.71,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-225.7747802734375,2.327681364836516
5KPE_2_2_1_id12,1.4173473119735718,1.4074387550354004,93.9796296296296,0.85,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-225.11822509765625,2.5269735830801503
5KPE_2_2_1_id13,1.3832956552505493,0.9252663254737854,89.73009259259261,0.75,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-225.93893432617188,2.443942317256221
5KPE_2_2_1_id14,1.3231804370880127,0.9119216203689575,88.26379629629628,0.74,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-226.87168884277344,2.55830411557798
5KPE_2_2_1_id15,1.7128643989562988,1.0514332056045532,92.46064814814817,0.82,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-227.66329956054688,2.6953633626302085
5KPE_2_2_1_id16,1.5525543689727783,1.165972352027893,88.14064814814816,0.73,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-224.91595458984372,2.574341385452836
5KPE_2_2_1_id17,1.7261600494384766,1.087430715560913,91.6677777777778,0.82,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-223.5378875732422,2.56485437463831
5KPE_2_2_1_id18,1.2108086347579956,1.2858151197433472,89.09796296296297,0.73,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-224.04833984375,2.65705645525897
5KPE_2_2_1_id19,1.0887013673782349,1.31926429271698,89.9973148148148,0.77,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-224.17758178710935,2.30305650499132
5KPE_2_2_1_id2,1.182458519935608,1.577972650527954,86.55592592592593,0.71,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-222.7211151123047,2.391007600007234
5KPE_2_2_1_id20,1.4753375053405762,1.259724736213684,91.09416666666668,0.8,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-225.0655212402344,2.51852614791305
5KPE_2_2_1_id21,1.6997392177581787,1.0141257047653198,92.93277777777776,0.83,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-225.62957763671875,2.632591530128761
5KPE_2_2_1_id22,1.0322010517120361,1.345619559288025,88.87037037037037,0.72,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-226.83128356933597,2.420883178710937
5KPE_2_2_1_id23,1.2656084299087524,1.1347941160202026,90.02759259259258,0.79,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-227.53662109375,2.490324514883536
5KPE_2_2_1_id3,1.5976594686508179,1.1317046880722046,92.78083333333332,0.82,2,2,92.57675925925923,0.5640325546264648,20.498295,71.06506,-228.6878662109375,2.3810094197591147
