name,seed,model,plddt,ptm,rmsd_start,rmsd_end
5KPH_2_4_8_0_combined_id24,44,1,93.34625,0.76,2.2318263053894043,0.771376371383667
5KPH_4_2_8_0_combined_id21,43,1,88.3801388888889,0.69,1.114596962928772,3.1165802478790283
5KPE_2_2_5_0_combined_id12,44,1,81.7777777777778,0.73,1.9095778465270996,1.9469292163848877
5KPE_4_2_4_0_combined_id10,44,2,84.06574074074075,0.72,1.622646450996399,3.2526278495788574
5KPE_2_4_8_0_combined_id24,42,1,86.40157407407406,0.73,1.399631381034851,1.5574315786361694
5KPH_6_4_4_0_combined_id1,43,3,84.48680555555556,0.64,1.82494056224823,4.501223564147949
5KPE_2_4_4_0_combined_id14,43,5,68.76796296296297,0.55,8.990382194519043,10.029203414916992
5KPE_2_4_3_0_combined_id17,44,5,63.70166666666668,0.51,7.884862899780273,8.041485786437988
5KPE_2_6_6_0_combined_id8,43,5,65.26648148148148,0.53,7.768274784088135,8.942551612854004
5KPE_4_8_4_0_combined_id23,43,4,87.13537037037037,0.75,1.539864420890808,3.0890161991119385
5KPE_4_4_8_0_combined_id19,42,1,91.1824074074074,0.77,1.1696598529815674,3.855393886566162
5KPE_4_4_0_0_combined_id22,44,2,87.5278703703704,0.74,1.1108415126800537,3.284728527069092
5KPE_2_4_8_0_combined_id14,43,5,88.32259259259261,0.71,1.515464186668396,1.2906782627105713
5KPH_4_2_4_0_combined_id10,44,4,90.265,0.71,0.8672178983688354,3.495012044906616
5KPE_4_4_5_0_combined_id10,44,4,79.22518518518518,0.62,1.0776439905166626,3.628107786178589
5KPH_2_4_9_0_combined_id23,42,3,93.93055555555556,0.8,0.8265675902366638,2.023092746734619
5KPE_4_6_3_0_combined_id13,44,2,54.68824074074073,0.46,12.102992057800293,14.226293563842773
5KPH_2_2_5_0_combined_id23,43,1,90.98263888888889,0.73,0.6569228768348694,2.1057333946228027
